"latlon",name
55.75155937.607629,"Дом художника Серова"
55.75163337.920774,"Место разрушенной церкви"
55.75180437.716544,"Указатель Начала Района Лефортово"
55.75186737.41034,"Девочка на шаре"
55.751937.955651,"Ж/д станция Кучино"
55.75192337.495789,"Мемориал работникам ГКНПЦ Хруничева, погибшим в ВОВ"
55.75200737.863597,"Храм Казанской иконы Богоматери"
55.7520637.609938,"Dostoyevskiy Guarding Library "
55.75225737.59996,"Часы на Арбате"
55.75237537.860135,"Reutovo Railroad Station"
55.75254337.672809,"Таможенный Мост"
55.75260137.623194,"Собор Василия Блаженного"
55.75265937.859072,"Абстрактная клумба в Реутове"
55.75268637.532526,"вид на Москва-сити "
55.75269737.621667,"Spasskaya Tower"
55.75283437.409747,Паровозик
55.75288537.717508,"Памятник Калинину"
55.7529137.587679,"Кинотеатр Октябрь"
55.75294737.641515,"церковь Николы в Подкопаеве с "
55.75304537.665923,"Туннель смерти"
55.75308937.497249,"памятник М.В. Хруничеву"
55.75311237.603438,"the Arseny Morozov Mansion"
55.75319537.646878,"Н.Д. Телешов"
55.75333137.597314,"Храм преподобного Симеона Столпника на Поварской"
55.75342337.824759,"Граффити жокея с лошадью"
55.75346537.634968,"Церковь Всех Святых на Кулишках"
55.7534737.820964,Совенок
55.75354137.812888,"Красная Шапочка"
55.75363737.619848,"Мавзолей Ленина"
55.75369237.522826,"Library of Davidov D.V."
55.75377537.816431,"Silver Fish"
55.75385137.775731,ЛУВР
55.75385637.879525,"Детская площадка в 10 микрорайоне"
55.75390837.631324,"Храм Живоначальной Троицы В Никитниках"
55.75391837.572091,"Дом Правительства Российской Федерации"
55.7539337.663568,Шарики
55.75415537.557694,"Crown Plaza Hotel Lobby Clock"
55.75417237.680815,"Отпечаток в IT"
55.75433537.620729,GUM
55.75441337.531833,"Testovskaya Railway Station"
55.75453837.65517,Часовня
55.7545837.592361,"Статуя правосудия"
55.75459637.608531,"Lion Guard "
55.75460637.818563,Сова-певунья
55.75466337.416776,"Кормушка Для Белок "
55.75472937.734331,"Клумба На Мосту"
55.75473737.862593,"Красивый Декор В Реутове"
55.7548237.708093,"Московский Энергетический Институт (НИУ МЭИ ТУ) (MPEI)"
55.75488237.653983,"Усадьба Прохоровых-Хлудовых"
55.75490337.664229,"Everything Will Come Around"
55.75509337.547085,"Pamyatnik Saharu"
55.75514137.960462,Фонтан
55.75519337.739264,Monument
55.75521837.594934,"Усадьба Грибова"
55.75530137.813762,"Табличка На Заборе Больницы"
55.75543537.818995,"Упоротый Медведь"
55.75544737.711752,"Московский технический университет связи и информатики"
55.7556437.425474,"Храм Рождества Богородицы"
55.75567737.460898,Ермак
55.75568237.833626,Детство
55.75570137.430751,Информация
55.75570537.423004,"Вход У Церкви"
55.75573237.616844,"Маршалу Жукову"
55.75573337.643167,"Граффити Стоим За Бабло"
55.75575937.55764,"Меркурий. Центр Международной"
55.75584337.607548,"Workers Bas-Relief"
55.75587537.633367,"Леонид Сандалов"
55.75606337.401295,"Храм в Крылатском преподобного Алексия"
55.75610137.712049,"За родину павшие"
55.75610737.554935,Октагон
55.75612837.635523,"Соц Граффити"
55.75616637.626118,Church
55.75621937.703543,Электромонтеру
55.75623437.538205,"Пресня наш дом"
55.75627737.661356,"Платформа Курского Вокзала"
55.75630737.649322,"Возрождение Птицы Феникс"
55.7563237.566789,"Artist Wall Mural"
55.75633437.629229,"Severnoe Strahovoe Obshestvo, West Part"
55.75633837.51971,"Bear Picture"
55.75667437.661568,"Дорожный Штаб Боевой Красной Гвардии"
55.75668437.631246,"Monument to the Heroes of Plevna"
55.75671637.74152,"Чеканов М.Н."
55.75676137.574775,"Часовня Воздвижения Креста Господня"
55.75676637.640254,"Церковь Святых Петра и Павла"
55.75679337.952895,"Гена и Чебурашка"
55.756837.751282,Селёдка
55.75702437.542639,Ветряки
55.757137.573641,"Children's Park Presnensky"
55.75714537.66869,Tupolev
55.75721437.781156,"Перово - Памятник "Металлурги""
55.75725737.789194,"Детская Площадка 3 Владимирская 17"
55.75729137.572483,"Кот Матроскин И Галчонок"
55.75735737.443169,"Арена Москва Динамо"
55.7573737.680321,"Храм На Самокатной"
55.75745337.601538,"Аист Под ЛСД"
55.75755337.868676,"Фонтан На Пруду"
55.75755837.923285,"Станция Салтыковская"
55.75768137.599522,"ITAR-TASS News Agency"
55.75779737.794345,"Детская Площадка"
55.75783437.594856,"Church "
55.7578737.757911,Качель-кораблик
55.75789737.797339,"'алтайские' Гаражи"
55.75792937.676566,"Олень Чудо "
55.75799337.685528,"Цветочки под напряжением"
55.75803337.842031,"Гламурная пушка"
55.75805237.693284,Платов
55.75807937.79887,"65 Лет Победы"
55.75818837.408512,"Метро Крылатское"
55.75823837.660026,"Фонтан на Курском вокзале"
55.75835737.787357,"Еж и гриб"
55.75837937.517937,"Голубь Мира"
55.75839937.477999,"Бард и Зритель"
55.75844337.751438,"Shosse Entyziastov"
55.758537.834502,"Год Семьи 2008"
55.7586637.821554,"Лайк Для Ниатника"
55.75870337.601735,"Matryoshka Museum"
55.75873937.820453,"Министерство Правды"
55.75875937.583123,"Фонтан на ст. Баррикадная"
55.75881537.86061,"Соседняя детская площадка в Реутове"
55.75891737.571521,"Церковь Иоана Предтечи"
55.75892537.826553,"Берёзовая роща"
55.75910837.625766,"Метро Лубянка"
55.75912237.612477,"Прекрасная Икона"
55.75915537.580974,"House at Barrikadnaya"
55.75924337.557481,Дети
55.75927437.694416,"Кадетский плац"
55.75931437.645867,"Кисуля И Слоник"
55.75934237.695446,Normandie-Niemen
55.7593537.872558,Ракета
55.759437.705596,Памятник
55.75941837.544215,"октябрьские дни"
55.75945637.406307,"Monument to Defenders of the Sky Krylatskoe"
55.75948437.558881,"Памятник В.И. Ленину"
55.75948537.648027,"Усадьба Апраксиных-Трубецких"
55.7594937.607995,"Композитор Арам Хачатурян"
55.75955137.680675,Мур-мур-мур
55.75975737.618823,"Bolshoi Theatre"
55.75975737.897562,"Ж/д станция Никольское"
55.75977837.665169,Циферблат
55.7598737.539619,"Место Формирования 8-й Дивизий Народного Ополчения Пресненского Района"
55.75996837.757527,"Playground  on "Shosse Jentyziastov""
55.76014537.860935,"Троицкий храм г. Реутова"
55.76019337.848395,"Детский Городок на Лесной"
55.76019537.415493,Лягушка
55.76022837.62772,"KGB Headquarters "
55.7602537.855102,"Lenin in Reutov"
55.76028337.826072,Болерка
55.76041737.860318,"Павлин у Храма"
55.76047637.577185,"Станция метро Краснопресненская"
55.76052737.69729,Памятник
55.76055737.853638,"ЗАГС г. Реутов"
55.76057437.767897,"Памятник Героям Великой Отечественной Войны "
55.7606237.82131,"Ивановский лесопарк"
55.76063137.42053,"Метка Высоты 1"
55.76069737.581205,"Метро Баррикадная"
55.76070837.662861,"Ничто Не Забыто"
55.76074237.806716,"Terletsky Park"
55.76083337.56,"Героям Декабрьского Вооруженного Восстания 1905 Года"
55.76095737.681903,Убежище
55.76100637.717581,"Бронзовые львы"
55.76101837.776798,"Mouse "
55.76102737.378505,"НИИ Кардиохирургии"
55.76109337.756133,Hippodrome
55.76118537.578556,"Московский Зоопарк"
55.76148237.785015,"Винни Пух"
55.76191137.614259,"Майя Плисецкая"
55.76192937.809549,"Rainbow Mural"
55.76209637.62417,"Семья Ежиков"
55.76212737.773065,"Kinoteatr "Slava""
55.76219137.561333,"булыжник орудие пролетариата"
55.76232537.416364,Информация
55.76235237.743459,Корабль
55.7624437.488451,TomatoDevils
55.76245437.735708,"Дом В Шарфе"
55.76245737.643023,"Абай Кунанбаев"
55.76246137.490217,"Психоделическое графити"
55.7624737.835948,Собачка
55.7625637.589658,Trompetenpfadfinder
55.7626437.720228,Корова
55.7628437.649217,Яйцо
55.76291937.431828,Velotrek
55.76293237.688949,"Плотина Венеры"
55.76297537.636151,"Mermaid Fountain"
55.76298237.537352,Крепость
55.7631137.641062,"Звезда Над Воротами"
55.7631637.730294,Граффити
55.7632137.6547,"Crimea In Moscow"
55.76321637.479476,"Pencil Drawing Graffiti"
55.76324637.845322,"Фонтан в ТЦ "Шоколад"."
55.76332337.545512,"Придорожный Еж"
55.76344737.554825,"Академия Генпрокуратуры"
55.76349837.410042,"Гномий Фонтан"
55.76358337.705234,"Климов Владимир Яковлевич"
55.76363337.65566,"Колокольня храма Усекновения Главы Иоанна Предтечи"
55.7636737.561492,Маска
55.76367537.459382,Мини-часовня
55.7637237.865795,"Учимся считать"
55.76372937.69166,"Детская Площадка"
55.76373937.805835,"Ruins of the Ring-Windows House"
55.76378937.739444,Цтп
55.76380537.616188,Котики
55.76386737.635813,"Tea house. myasnitsjaya st. Mo"
55.76392537.720836,"Станция Сортировочная"
55.76395237.557692,"Электроника на Пресне"
55.76421637.591299,Птицы
55.76427637.413041,"Elk Statue"
55.76427837.689598,"Peter on Yauza"
55.76429937.623391,"Церковь Николы в Звонарях"
55.76439337.549865,"Башенка хлебозавода 16"
55.76441637.607766,"Отель-бутик МАКС"
55.76443837.587695,"Памятник Филатову"
55.76453837.703826,"Пивная Женщина"
55.76467237.853338,"Академик Челомей В.Н."
55.76481937.608079,"White Eagles Pub"
55.76488337.787585,"Центральная детская библиотека "
55.76506837.638182,"Станция метро Чистые Пруды"
55.76508637.656701,"Girl with Umbrella"
55.76509437.608588,"BM Meeting Place"
55.76517137.41288,"Графити С Мостом"
55.76519837.834568,"Детская Площадка"
55.7653337.605533,"Памятник Пушкину"
55.76535737.700495,"Церковь Петра И Павла"
55.76535837.405898,"Графити Замок"
55.76537437.623375,Кеда
55.76539637.814606,"Couchman ( Ямщик)"
55.7655437.411392,Fountain
55.76554237.523302,Бункер
55.76557837.821397,"Пограничник с собакой"
55.76564537.406191,"Summer Face"
55.76568637.472461,"Sexton, Moscow"
55.76573237.737282,Площадка
55.76583337.859722,"МАОУ Гимназия Реутов"
55.76585737.661853,"Церковь Никиты на Старой Басманной слободе"
55.7658837.670912,"Поместье XIX"
55.7659537.830351,Выползень
55.76601337.606944,"Cinema RUSSIA"
55.76606137.686416,"Академик Челомей"
55.7660737.577384,ДевицО-КрасавицО
55.76613237.528155,Ленин
55.76619237.8311,"Трансформатор будущего Президента"
55.76634337.592524,"Stone from Destroyed Church Ermolay in 1932"
55.76636137.660549,"Фонтанчик Дракон"
55.76637437.57777,"Шота Руставели"
55.76646737.479814,Гриб
55.76660237.641092,Мужик
55.76673137.670694,"Старообрядческая Церковь"
55.76674937.624468,"Дворец Наоборот"
55.7668737.651883,"Пенсионер на скамейке"
55.76691737.640758,"Ded Pihto Restaurant"
55.76696537.783339,"Forest Pigs"
55.76707737.578296,"Тяжело Без Друга"
55.76709537.699351,"Памятник Героям1812 "
55.76710637.502841,"Фантан "Цветик""
55.76712937.577242,"Fountain on Klimashkina"
55.76713237.57185,Cathedral
55.76716537.603878,"Российская Ссудная Казна"
55.76737237.631295,Omsk
55.76769437.410391,"Граффити 26"
55.76776837.475879,"9-й шлюз канала им. Москвы"
55.76780637.80139,"Терлецкий лесопарк"
55.76782737.586487,"Ingress Faction"
55.76795537.621887,"памятник воинам внутренних войск"
55.76796537.66309,Станок
55.76815537.612971,"Памятник Высоцкому Владимиру С"
55.76826537.553915,Склеп
55.76826837.55912,"Троллейбусный парк"
55.768437.571411,Kitty
55.76850937.580532,Elephant
55.7685137.844361,"Реутов - Наукоград РФ"
55.76861337.58999,"Ducat Place Center III"
55.7686337.65039,РЖД
55.76863637.594076,"Гостиница Пекин"
55.76885737.595847,"Tchaikovsky Concert Hall"
55.76900937.833741,"Swamp Creature"
55.76927837.596421,"метро Маяковская, южный выход"
55.76928237.750519,"Fountain in Izmailovskiy Park"
55.76933937.624816,Графити
55.76934137.649213,"Банк Москвы"
55.76943337.82353,"Упоротый Крокодил"
55.7694737.651673,"Сезонный рабочий"
55.7694837.851871,"Уличная Качалка"
55.76956437.500935,"Панно Ленин"
55.76960337.429094,"Зимующие Птицы "
55.7696237.659185,"Вход В Сад"
55.76965837.595586,"Памятник В. В. Маяковскому"
55.76967637.714765,Паутинка
55.76995537.565109,"Hlebozavod. 1931."
55.76996237.612294,"Petrovka 38"
55.77011837.750763,"Ferris Wheel"
55.7701437.678464,"Беседка  на Бауманской"
55.77017437.712569,"Памятник Ухтомскому"
55.77024437.645231,НАРКОМЗЕМ
55.77027337.582769,"Монумент "Дружба навеки""
55.77032937.839138,"Белочка пришла"
55.77033737.674858,"Как Львенок и Черепаха пели песню "
55.77056637.478789,"Школа N 1010 корпус 3"
55.77061637.714374,Graffiti
55.77063237.620846,"Мonument to Yuri Nikulin"
55.77066937.621545,"Чехарда от Церетели (Цветной б"
55.7706737.596448,"Борис Пастернак"
55.77068337.430783,Sculpture
55.77076737.506478,"Памяти Шоферов"
55.7708437.690873,"Monument of S.P.Korolyov at th"
55.77086637.837776,"Ёжик доволен"
55.7709437.691806,"Дворец Культуры Мгту"
55.77095337.566339,"Граффити Город"
55.77114737.745838,"Graffiti on the Bridge"
55.77117937.610077,"Знак В Москве, Рядом С Которым Все Фотографируются"
55.7712137.670961,Фреска
55.77137637.706657,"Памятник Басням"
55.77140337.448436,"Бревно В Глазу"
55.77160137.674478,"Водопроводный вентиль у здания"
55.7716637.678542,"Manor Karabanovo"
55.7716937.824667,"Братья грибы"
55.77177737.632171,"Храм Троицы Живоначальной"
55.77185437.732811,Теплоподстанция
55.77188837.825606,"Owl Sculpture"
55.77190937.63686,"Штаб Противовоздушной Обороны"
55.77198437.464401,"Улица Саляма Адиля"
55.77203737.494172,"Mjk Atom"
55.77204137.673348,"Памятник Н.Э.Баумана"
55.77210237.588344,"Dom Kino"
55.77222737.647827,"БЦ "Домников""
55.77236737.678749,"Baumanskaya Metro Station."
55.77244237.708682,Фонтанчик
55.7724937.409836,"Малая Гнилуша "
55.77253337.67957,Станиславский
55.77260837.783294,"Старые лиственницы "
55.7727637.420943,"Граффити Каляки-маляки"
55.7728737.575443,Ворота
55.77299837.678245,"московский театр кукол"
55.77305837.654675,"Kazansky Train Station Spire"
55.77305937.753685,"Беседка у Круглого пруда"
55.77306337.549507,"Begovaya Railroad Station"
55.77307937.635132,"Nii Skoroi Pomoschi Imeni Sklifosofskogo"
55.77315737.591113,"Ляшко Н.Н."
55.77317637.492736,Крест
55.77332237.67917,"Доходный дом"
55.77336437.409275,Кормушке
55.77351937.57853,"Ароматный Мир"
55.7735237.712918,"Московская Чайная Фабрика"
55.77363237.420494,"Птичья Едальня"
55.77365537.52183,"Синяя машинка граффити"
55.77376137.60808,"Garden Square"
55.7737937.698871,"Стадион Металлург"
55.77382737.724014,Salut
55.77384437.614285,"Teatr Kukol Obraztsova"
55.7738837.704758,"Сказка олень"
55.77388637.794008,Лошадка
55.77412737.784143,"Эпц Пасека"
55.77416137.651751,"Гостиница Ленинградская / Хилтон"
55.77429137.654845,"Казанский вокзал"
55.77430337.697192,Беседка
55.77435537.733658,"Горка "
55.77438537.462494,Обезьяныч
55.77442137.621408,"Mixed Colour Graffiti"
55.77442237.543951,"Граффити На Доме МСТИТЕЛИ"
55.77446637.570716,"Башня Им Ильича"
55.7745137.748703,"Статуя Блэка"
55.77457337.806788,Медвед
55.77471137.821013,Жарптицы
55.77475737.727024,"Стадион "Крылья Советов""
55.77476737.824462,"Детская Площадка "Пальмы""
55.77479637.654211,"Памятник П.П.Мельникову"
55.77484237.8215,Бонифаций
55.77508837.664484,"Дорога Будущего"
55.77520537.552527,"Граффити Лев"
55.7752337.574953,"Ленин Белорусский Bокзал"
55.77529637.487761,Киборг
55.77541537.687814,"Храм Святой Ирины"
55.77542437.488804,"Виват Пицца "
55.77547937.619286,"Бюст дважды Героя Советского союза В.Попкова"
55.77552837.677429,"Колокольня на Бауманской"
55.77573437.500991,"Амазаспа Бабаджаняна"
55.77574937.64118,Фонтан
55.77577537.621262,"Подворье Троице-Сергиевой лавры"
55.7759837.546146,Elks
55.77598437.502461,"Monument to Marshal Zhukov"
55.77605637.479133,"Ополченцы 1941-1945"
55.77616537.443548,"Живописный мост"
55.7762737.649078,"Государственный Московский Мюзик-холл "
55.77650437.900574,"Chaotic Abstract Pandas"
55.7765637.581284,"Прощание Славянки"
55.77659437.429692,"Вольер С Хищными Птицами"
55.77662337.682355,"The Modern Theatre"
55.77674937.53495,"Graffiti of a Building on a Building"
55.77689337.743148,Мост
55.77691937.696736,"Tвoй Мир"
55.7769837.581191,"памятник Василий Ивановичу"
55.77701537.488517,"Детская Библиотека N4"
55.77703237.530874,"Памятник В. П. Чкалову"
55.77705837.899359,"Мишка Врушка"
55.77710137.468681,"генерал Карбышев 1980г Скульпт"
55.77720637.527428,"Тайский Слон"
55.77731637.669115,"Церковь Покрова Пресвятой Богородицы"
55.77733137.737394,"Мойка на ул. Вольная."
55.77739637.549249,Schoolmates
55.7774637.70384,"Square Cross"
55.77762237.556502,"Старичок Боровичок"
55.77764837.832633,"Рыжков Иван"
55.77766137.629174,"Статуя Будды"
55.77766637.657793,Транссиб
55.77774337.555712,"Дом художников на Беговой"
55.77779537.429736,"Место Для Рыбалки"
55.77789337.637994,"Человек из камня"
55.77797937.585974,"Фонтан "Белая площадь""
55.77801837.521148,"Polezhaevskaya Subway Station (East Entrance)"
55.77802537.586721,"Статуя леди"
55.77802637.456334,"Энергоэффективная Столица"
55.7780937.619353,"TOLBUHIN Fedor Ivanovich"
55.77816737.690473,Пещера
55.77825937.51296,"Рихард Зорге - Рамзай"
55.77827637.515799,Колхозница
55.77827737.601528,Golan
55.77832337.64082,"Девочка в аквариуме"
55.77854937.829385,"Ugly Monster Brother"
55.77866137.578906,"Пограничная Академия ФСБ РФ"
55.77868137.451176,Внезапно!
55.77870337.903807,"War Memorial"
55.77870937.622764,"Олимпийский Плаза"
55.7787137.687723,Аист
55.77872737.627013,мечеть
55.77890537.621533,"Театр Дурова"
55.7789437.426294,"Besedka Na Ostrove"
55.77895737.831675,"Playground "Golden Fish""
55.77909837.469811,"Королева инлойсов"
55.77911437.588926,"Liberty Statue"
55.77913437.455899,"Кошка на крыше"
55.77921737.729729," Podvodnaya Lodka "Volk""
55.77922437.659136,"Памятник работникам отделения"
55.77928737.590049,"Клуб им. С. М. Зуева"
55.77929237.556901,Шмаринов
55.77933837.644534,"С - Суверенитет"
55.77937837.687005,"Детский Городок"
55.77949537.601018,"метро Новослободская"
55.77959437.626966,мечеть
55.77965837.500228,"Children Fun"
55.77966337.409935,"Спортплощадка "
55.77970137.718521,"Церковь на Семеновской"
55.77976237.633407,"метро Проспект Мира"
55.77978737.718805,"Церковь Воскресения Словущего"
55.77980237.770747,"Собачий Пруд"
55.77986437.498666,"Железные грибосы"
55.77991937.832622,Nanoplayground
55.77997837.516614,"Red Bull"
55.78009337.485204,"Граффити зверье"
55.78013437.784085,"Serebryanka River"
55.78013537.600546,"Граффити На Новослободской"
55.78014437.748442,Стенд
55.78014737.54696,"Церковные столбы"
55.78015937.428348,"Памятка природы"
55.78021637.606254,"Иван Федорович Крузенштерн"
55.7805537.619709,"Памятник солдату"
55.78055337.435934,"Серебряный Бор Вход  Арка"
55.780637.470288,"Беседка на Карбышева"
55.78063837.546585,"Храм "Отрада и утешение""
55.78081637.517519,"Корабль на детской площадке"
55.78084337.440269,"Serebrjanij Bor"
55.78098837.653489,"Круговое Депо"
55.78107937.62439,Паровоз
55.78114637.705493,"Станция Электрозаводская"
55.78121237.438833,ИС-2
55.78121437.731465,"Church of Dmitry Solunsky"
55.78144837.668573,"The Wall"
55.78154337.67082,"China Place"
55.78157537.897804,Дзержинский
55.78163937.57545,"Болгарский Орел"
55.78170537.718263,"Кинотеатр Родина"
55.78176337.616933,"М. В. Фрунзе"
55.78176537.593166,"подпольная типография цк рсдрп"
55.78185237.598848,"Monument Sympathy"
55.78188437.482502,Marina
55.78212737.721021,Фейерверк
55.78219837.704779,"ТЦ Серебряный дом"
55.78224737.751995,"Izmailovo Park"
55.7822737.571032,"Международный Университет"
55.78228137.705279,"Станция метро Электрозаводская"
55.78231437.663659,"Океанография на В.Красносельск"
55.7823237.610521,Киты
55.78241537.701771,"Железный Пегас"
55.78245537.530453,Парус
55.7824837.614426,"Театр Советской Армии"
55.78257437.5814,"Георг Гаккеншмидт"
55.78257737.836709,"Улица Чечулина"
55.7825937.574833,"China Culture Center"
55.78262337.717919,"Semenovskaya Tower"
55.78268737.58283,"Граффити НПО Наука"
55.78268837.722005,"Торговый Центр "Семёновский""
55.78280637.48221,Pushkin
55.78281237.549699,"Love Cat"
55.7828937.703887,"Ленин с кепкой"
55.78299937.643229,"Цветочный Слон "
55.78339737.597732,"Черепахи из зеркал"
55.78341937.610268,"Музей-квартира Ф. М. Достоевского"
55.7834237.630295,"Минэнерго России"
55.78355137.634068,"Песочный Замок"
55.78380137.63622,"Добрый ГАИшник"
55.78380337.492672,Graffiti
55.78391337.721998,"Граффити "К райской жизни""
55.78400237.472144,Бульвар
55.78416737.533763,"Четыре Башни"
55.78417437.793802,"House of birds"
55.78435537.649204,"Багажный Поезд"
55.78440237.403602,"Забор С Граффити"
55.78440637.596096,"Медведь с фонариком"
55.78452737.565979,"К.А. Клодт. Конные скульптуры "
55.78454637.67425,"Мемориальная доска Московскому Метрополитену"
55.78462537.685986,Леопольд
55.78466837.733603,"Подозрительная Ромашка"
55.78471337.471399,Трюм
55.78474837.454524,"Sea Mural"
55.78484437.35579,"Булочная типа"
55.78485937.614111,"Ресторан "В Темноте""
55.78487937.628953,"Храм в честь иконы Божьей матери "Всех скорбящих радость""
55.78491737.616119,"Металлический Воин"
55.78491937.394271,"Детская площадка"
55.78493137.78317,"Белка,заяц..."
55.7849537.515137,"Детский Городок С Каруселью"
55.78498337.697756,"Полукруглый Дом"
55.78499737.635444,"Заброшенный Китайский ресторан"
55.7850637.687447,Летчик
55.78509837.457063,"Деревянный Генерал"
55.78515737.57778,"Playground D7/9"
55.78519237.500038,"Слоник "
55.78520437.666148,Ашан
55.78536337.833808,"Bird's Feeding Shelter"
55.78547437.739394,Спорткомплекс
55.78566737.641343,Clock'n'Roll
55.78577237.511943,"Библиотека 23"
55.78577637.650681,"Ленин На Дрезине"
55.78583337.463399,"Мемориал Глаголеву В. В."
55.78599637.362044,Windmill
55.78611537.526221,"Изречение Капитана Очевидности"
55.78618937.405173,"Drunk Mickey"
55.78622337.481542,Хорошёво-Мневники
55.78630337.881292,"Металлист Балалайкин"
55.78646737.565902,"Glass Fishes"
55.78667737.569978,"Лето "
55.78671837.510933,"Детский Городок"
55.78682937.594432,"Мустафа Барзани"
55.78685437.717572,Геотон
55.78694137.452084,"Racoon Graffiti "
55.78699737.710229,"Фонтан Граффити"
55.78702837.670891,"The Absinth Bar Graffity"
55.78704337.541359,"Дворец Спорта"
55.7871137.459033,Космомир
55.78719437.564537,"Ventilation Tower"
55.78726837.831325,""РусПарк""
55.78729637.700759,Руны
55.78732337.783086,"Izmaylovsky Park, Entrance"
55.78769937.608148,"Памятник студентам МИИТа"
55.78774437.499576,"Кот Подкаблучкик "
55.78793537.55396,"Ленин на страже"
55.78794937.475387,"Реклама Анальных Свечей"
55.7880437.678771,Шарообразно
55.78811137.600067,"Храм Тихвинской Иконы Божией Матери"
55.78825937.75042,"Матвей Кузьмич Кузьмин"
55.78826837.58048,"Советская Россия"
55.78834737.485718,"Памятник Берзарину Н.Э."
55.7883537.590521,Лесовичок
55.7884337.621208,"Армянский Храм"
55.7884337.730407,"Дом Плавания"
55.78847837.74798,Орел
55.78849437.777609,Kligman
55.78858637.672377,Космонавты
55.78862737.577751,"Цирковое Училище Карандаша"
55.78865137.807429,Суслик
55.78868837.53966,"Крош и Лосяш"
55.7887437.406099,"Khram Troitsy Zhivonachalnoy v Troitse-Lykovo"
55.78877237.591553,"Фотографический аппарат  "
55.78880337.809511,"Добрый Ёжик"
55.78886137.710807,Жирафики
55.78889637.816738,"Мишка с ульем"
55.7889137.522817,"Памятник М. В. Водопьянову"
55.78900337.468822,"Oktogon Fountain"
55.78906337.742239,Гипроречтранс
55.78908537.446435,"Заградительные Ворота "
55.78912537.413012,"АЛЛЕЯ СЛАВЫ"
55.78922937.458688,Цветок
55.78924437.679729,"Станция метро Сокольники"
55.78931437.799427,"Дерево "Замок любви""
55.7893537.67594,"Граффити - Слуховые Аппараты"
55.78946837.403815,"Мемориал павшим воинам"
55.78951437.498326,Lenin
55.7896637.623498,"Горка На Трифоновской"
55.78979237.47902,"Горка И Карусель"
55.78984137.912341,"Усадьба Разумовских"
55.78989337.789755,Цветочки
55.78999437.531186,"Аквариум Авиапарк"
55.79015537.733488,Карлсон
55.79017437.658094,Чукча
55.79027937.820906,Медицина
55.79028237.661028,"Особняк И. Л. Динга"
55.79030837.55639,"Станция метро Динамо"
55.79035237.606068,Кивин
55.79040237.684076,"Стелла с гербом Сокольники"
55.79052737.485838,"Висячий Камень"
55.79063237.598643,"Детский Труд И Отдых"
55.79067337.582388,Хаски
55.79076337.92643,"Всеволод Мейерхольд"
55.79087537.747718,"Фонтан У Веги"
55.79090237.611292,"Граффити "Кенгуру""
55.79092937.599652,"Посольство Ватикана"
55.79092937.677395,"Khram Voskreseniya Khristova v Sokolnikakh"
55.79096337.686226,"Олимпийский Центр Братьев Знаменских"
55.79127237.726763,"Железный Цветок"
55.791437.781536,Фонтан
55.79147837.639747,"Church at Rijskaya "
55.79151237.764699,"Храм Покрова Пресвятой Богородицы в Измайл"
55.79152837.764092,"Фонтан 1859 года"
55.7915437.76161,"Семейный Корпус Государева Двора"
55.79158237.512249,"Birds Feeder"
55.79161137.450037,"Stadium "Oktyabr'""
55.79168637.777112,"Памятник надежности "Лэнд-Ров"
55.79174737.804799,"Mural " Домик в деревне""
55.79189737.759233,"West Administrative Premises"
55.79199137.486817,"Одинокая  Крутяшка"
55.79199337.549811,"Memorial Board Hugo Chaves"
55.79212837.547623,"Памятник Академику Юрьеву"
55.79216237.706021,"Мемориал в Лефортово"
55.79217537.577549,"Savelovsky Sign"
55.79221537.528423,Кроссворд
55.79228837.759127,"Izmaylovo Gate"
55.79228937.632875,"Архитектор Бржозовский"
55.79231937.580468,Аккорд
55.79233137.620763,"Red Hat at Festivalny Park"
55.79244637.635373,"Памятник строителям 1-го спутника"
55.79246837.455766,"Театр "Лица""
55.79248837.497263,"Фонтан во дворе"
55.79274937.734356,"Стена Памяти"
55.7928437.550746,"Петровский Путевой Дворец"
55.79289137.888632,"Детская Площадка"
55.79290537.538222,"Аллея Спортивной Славы ЦСКА"
55.79292537.491123,"Bugs Bunny Graffiti"
55.79297437.601197,"Почта России"
55.79305337.449999,"Ring In Forest"
55.79324637.917982,"Млечный Путь"
55.79325837.508687,"почта России"
55.79327237.750095,"Ismailovo, Moscow"
55.79332737.407815,Турники
55.79336137.632878,"Вокзалы Москвы"
55.7934837.612848,Мозаика
55.79351337.456832,"Линкор Лютый"
55.79354237.822963,"Музыкальная Школа Им. В.И. Сафонова"
55.79356737.795349,"Sapper Monument"
55.79357537.422643,Маска
55.79358737.517996,"Кафе Подполье"
55.79367637.799675,"Станция метро Первомайская Южный Вход"
55.79372737.61761,"Moscow Youth Center, Planet KVN"
55.79374637.726886,Йожег
55.79392437.80955,Ktulhu
55.79394937.618781,"Котенок по имени Гав"
55.79395837.520468,Граффити
55.79403337.515347,"Граффити "Зайцы""
55.79413737.633153,"Платформа Москва-Рижская"
55.79414637.666409,Мышка
55.7941937.78097,"Oriental Style"
55.79425237.775051,"Post Office 105037"
55.79432837.684117,Сказки
55.79434537.398385,"Детская Горка"
55.79434837.588184,"Savyolovsky Railway Station"
55.7943837.70131,МГУПИ
55.79438137.458951,"Маленькая Мельница"
55.79442637.787916,"Музыкальная школа имени Рахманинова"
55.79452337.562795,"Russian Fairy Tales"
55.79452937.493411,Graffiti
55.79458137.661099,400
55.79461537.559588,"Памятник Лайке"
55.7946437.74938,"Дворец Бракосочетания"
